	brca_diff_log_ps5	luad_diff_log_ps5	ucec_diff_log_ps5	lgg_diff_log_ps5	hnsc_diff_log_ps5	prad_diff_log_ps5	thca_diff_log_ps5	lusc_diff_log_ps5	skcm_diff_log_ps5	stad_diff_log_ps5	ov_diff_log_ps5	blca_diff_log_ps5	gbm_diff_log_ps5	coad_diff_log_ps5	lihc_diff_log_ps5	kirc_diff_log_ps5	cesc_diff_log_ps5	kirp_diff_log_ps5	sarc_diff_log_ps5	laml_diff_log_ps5	esca_diff_log_ps5	pcpg_diff_log_ps5	paad_diff_log_ps5	tgct_diff_log_ps5	read_diff_log_ps5	thym_diff_log_ps5	acc_diff_log_ps5	meso_diff_log_ps5	uvm_diff_log_ps5	kich_diff_log_ps5	ucs_diff_log_ps5	dlbc_diff_log_ps5	chol_diff_log_ps5	pancancer_diff_log_ps5
RHOXF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHOXF2B	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0
RHPN1	0.157	0.245	0.0	0.044	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.028	0.0	0.333	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RHPN2	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.572	0.166	0.0	0.0	0.0	0.206	0.103	0.0	0.357	0.248	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.0
RIBC1	0.0	0.282	0.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIBC2	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIC3	0.0	0.0	0.0	0.0	0.311	0.074	0.107	0.0	0.0	0.005	0.0	0.0	0.0	0.574	0.0	0.0	0.0	0.107	0.0	0.0	0.487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIC8A	0.231	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	0.0	0.078	0.294	0.0	0.0	0.0	0.0	0.289	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.294	0.0	0.0	0.0
RIC8B	0.0	0.0	0.0	0.0	0.458	0.0	0.0	0.109	0.0	0.0	0.056	0.0	0.03	0.0	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0
RICTOR	0.0	0.597	0.0	0.0	0.607	0.0	0.019	0.347	0.0	0.923	0.0	0.789	0.0	0.646	0.364	0.356	0.0	0.0	0.116	0.0	0.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIDA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIF1	0.0	0.881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373	0.0	0.726	0.0	0.0	0.0	0.241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0
RIIAD1	0.0	0.0	0.455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.271	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RILP	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207	0.0	0.08	0.035	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RILPL1	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.11	0.291	0.08	0.0	0.017	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0
RILPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMBP2	0.0	0.0	0.0	0.408	0.178	0.218	0.0	0.0	0.0	0.0	0.552	0.0	0.0	0.0	0.0	0.415	0.0	0.297	0.024	0.0	0.0	0.0	0.0	0.148	0.0	0.076	0.038	0.112	0.0	0.0	0.0	0.166	0.0	0.0
RIMBP3	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0
RIMBP3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMBP3C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMKLA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.047	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMKLB	0.312	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.877	0.0	0.239	0.0	0.484	0.0	0.524	0.107	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.275	0.0	0.119	0.0	0.0	0.151	0.0	0.0	0.0	0.0
RIMS1	0.871	0.0	0.243	0.0	0.0	0.0	0.092	0.0	0.49	1.389	0.0	0.0	0.0	0.0	0.0	0.0	0.525	0.071	0.0	0.0	0.606	0.0	0.0	0.041	0.64	0.0	0.126	0.042	0.0	0.068	0.0	0.108	0.0	0.0
RIMS2	0.563	1.684	0.718	0.115	1.1	0.0	0.0	0.0	0.0	0.0	0.208	1.098	1.248	0.0	0.0	0.0	0.0	0.223	0.415	0.0	0.0	0.0	0.419	0.0	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.252	0.0	0.0
RIMS3	0.146	0.444	0.68	0.0	0.299	0.0	0.306	0.0	0.0	0.0	0.0	0.0	0.125	0.257	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMS4	0.0	0.869	0.43	0.0	0.318	0.0	0.0	0.0	0.0	0.0	0.488	0.165	0.003	0.0	0.028	0.494	0.226	0.0	0.0	0.0	0.116	0.0	0.528	0.0	0.252	0.0	0.14	0.0	0.0	0.0	0.0	0.159	0.0	0.574
RIN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.155	0.0	0.0	0.0	0.0	0.0	0.0
RIN2	0.0	0.0	0.0	0.0	0.446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333	0.0	0.0	0.083	0.0	0.0	0.0	0.008	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0
RIN3	0.731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RING1	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	0.159	0.245	0.0	0.0	0.661	0.0	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.198	0.154	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RINL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.0	0.0	0.001	0.0	0.0	0.034	0.0	0.161	0.0	0.0	0.016	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RINT1	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.354	0.0	0.0	0.051	0.0	0.0	0.0	0.022	0.0	0.096	0.0	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIOK1	0.0	0.0	0.0	0.0	0.0	0.0	0.379	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.035	0.0	0.153	0.0	0.14	0.0	0.004	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIOK2	0.119	0.0	0.0	0.0	0.0	0.0	0.254	0.0	1.159	0.0	0.0	0.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIOK3	0.0	0.0	0.233	0.233	0.302	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIOX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIOX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIPK1	0.072	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.035	0.0	0.277	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIPK2	0.0	0.0	0.0	0.0	0.247	0.0	0.0	0.418	0.0	0.0	0.107	0.184	0.0	0.0	0.0	0.155	0.0	0.032	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.105	0.0
RIPK3	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.039	0.0	0.188	0.188	0.0	0.0	0.0	0.139	0.0	0.0	0.002	0.0	0.111	0.0	0.0	0.112	0.0	0.0	0.139	0.0	0.0	0.0
RIPK4	0.0	0.0	0.0	0.706	0.799	0.0	0.0	0.0	0.0	0.478	0.0	0.976	0.059	0.0	0.0	0.1	0.0	0.328	0.384	0.04	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.0
RIPPLY1	0.0	0.0	0.104	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0
RIPPLY2	0.0	0.244	0.0	0.0	0.208	0.0	0.0	0.0	0.27	0.0	0.073	0.392	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIPPLY3	0.267	0.307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.071	0.216	0.0	0.0	0.0	0.411	0.261	0.102	0.11	0.0	0.0	0.0	0.0	0.0	0.067	0.174	0.17	0.0	0.0	0.0	0.142	0.0	0.0	0.0
RIT1	0.0	0.79	0.283	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344	0.0	0.028	0.314	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0
RIT2	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.508	0.0	0.528	0.269	0.373	0.0	0.0	0.0	0.0	0.031	0.0	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RITA1	0.0	0.0	0.0	0.069	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.173	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLBP1	0.018	0.0	0.0	0.0	0.036	0.256	0.0	0.0	0.349	0.0	0.217	0.205	0.0	0.0	0.0	0.105	0.029	0.061	0.0	0.0	0.0	0.0	0.095	0.0	0.195	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLF	0.181	0.0	0.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.231	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0
RLIM	0.309	0.817	0.677	0.003	0.258	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.291	0.0	0.0	0.147	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0
RLN1	0.043	0.0	0.0	0.046	0.0	0.0	0.149	0.0	0.0	0.155	0.027	0.007	0.0	0.0	0.234	0.0	0.323	0.141	0.13	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLN2	0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.015	0.176	0.01	0.0	0.154	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.051	0.092	0.062	0.0	0.118	0.0	0.024	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.173	0.0	0.0	0.0	0.0
RMDN1	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.011	0.15	0.0	0.098	0.321	0.09	0.0	0.0	0.0	0.0	0.0	0.156	0.074	0.0	0.0	0.0	0.129	0.0	0.0	0.165	0.112	0.0	0.0	0.0
RMDN2	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.134	0.041	0.0	0.0	0.0
RMDN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.023	0.0	0.043	0.034	0.0	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMI1	0.327	0.0	0.0	0.12	0.0	0.141	0.149	0.0	0.388	0.046	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.085	0.128	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMND1	0.379	0.0	0.0	0.0	0.021	0.055	0.256	0.0	0.0	0.0	0.073	0.127	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMND5A	0.0	0.0	0.835	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.085	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMND5B	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.394	0.0	0.0	0.0	0.305	0.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0
RNASE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE10	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.574	0.0	0.033	0.0	0.003	0.216	0.459	0.0	0.0	0.019	0.0	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0
RNASE11	0.254	0.0	0.0	0.0	0.061	0.0	0.0	0.623	0.051	0.0	0.0	0.0	0.382	0.0	0.037	0.055	0.0	0.0	0.0	0.0	0.123	0.0	0.136	0.0	0.043	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE12	0.0	0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.095	0.0	0.0	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE13	0.0	0.141	0.017	0.089	0.133	0.0	0.0	0.436	0.0	0.0	0.097	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE2	0.0	0.0	0.263	0.0	0.224	0.0	0.0	0.054	0.0	0.337	0.09	0.0	0.179	0.0	0.002	0.0	0.0	0.0	0.276	0.0	0.268	0.0	0.0	0.0	0.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE3	0.0	0.351	0.0	0.11	0.102	0.0	0.0	0.489	0.0	0.0	0.075	0.083	0.03	0.049	0.037	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE4	0.0	0.0	0.071	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0
RNASE6	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE7	0.168	0.0	0.72	0.09	0.0	0.102	0.0	0.0	0.0	0.026	0.097	0.0	0.107	0.392	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE8	0.0	0.0	0.317	0.093	0.0	0.0	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.0	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE9	0.064	0.0	0.0	0.0	0.363	0.0	0.0	0.0	0.0	0.504	0.0	0.0	0.054	0.0	0.0	0.044	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEH1	0.0	0.281	0.0	0.03	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.141	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEH2A	0.103	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.241	0.0	0.158	0.0	0.0	0.164	0.0	0.0	0.0	0.0
RNASEH2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.547	0.0	0.08	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.074	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEH2C	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.106	0.094	0.0	0.107	0.0	0.0	0.132	0.0	0.0	0.0	0.0	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASEL	0.345	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.324	0.521	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASET2	0.0	0.0	0.361	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.203	0.237	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.135	0.0	0.0	0.164	0.0	0.0	0.0	0.0	0.0	0.0
RND1	0.0	0.0	0.586	0.081	0.0	0.0	0.0	0.0	0.25	0.051	0.044	0.38	0.021	0.275	0.088	0.279	0.0	0.0	0.0	0.121	0.0	0.0	0.275	0.0	0.0	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.571
RND2	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.309	0.0	0.0	0.269	0.208	0.0	0.0	0.244	0.0	0.0	0.0	0.11	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RND3	0.412	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.047	0.0	0.262	0.0	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF10	0.791	0.02	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.395	0.0	0.086	0.0	0.005	0.027	0.096	0.0	0.0	0.146	0.097	0.0	0.0	0.0	0.132	0.0	0.115	0.0	0.0
RNF103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.823	0.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.105	0.0
RNF11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.0	0.211	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.0	0.0
RNF111	0.0	0.0	1.002	0.0	0.326	0.0	0.0	0.0	0.0	0.0	0.222	1.009	0.0	0.249	0.146	0.0	0.306	0.0	0.1	0.079	0.382	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.089	0.089	0.0	0.0	0.0
RNF112	0.0	0.319	0.0	0.45	0.0	0.0	0.098	0.051	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0
RNF113A	0.106	0.0	0.0	0.038	0.0	0.013	0.274	0.359	0.0	0.0	0.353	0.0	0.094	0.0	0.0	0.0	0.275	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF113B	0.109	0.12	0.0	0.18	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0
RNF114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.084	0.053	0.0	0.0	0.089	0.0	0.264	0.0	0.0	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF115	0.167	0.0	0.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.185	0.278	0.207	0.018	0.0	0.0	0.04	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0
RNF121	0.0	0.015	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF122	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.435	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
