System.names	No.genes	Selection.pressure	p	q	Genes	Gene.ranks	Signal
NR2F1	244	5e-04	0.805	0.9841	POP5|TIAM1|SLC25A16|PBX2|LOC100129361|HOMER2|SLC2A3|ENDOD1|POLR2F|HIST1H3D|BLVRB|ETS2|WNK1|LDB2|GYS2|ZNF273|MNT|CBARA1|N4BP3|ZNF354A	2|33|36|46|77|87|91|117|139|156|179|184|219|280|307|397|442|456|467|494	6.45|5.74|5.72|5.67|5.48|5.42|5.41|-5.3|5.22|5.14|-5.06|5.05|4.92|4.75|4.7|-4.49|4.39|-4.36|-4.34|-4.29
ZNF365	202	5e-04	0.809	0.9845	AMH|NLGN4Y|ACOT7|TSHB|WDR73|POLD3|SERPINA5|LDB2|CDH18|ST20|WDR45L|PCDHGA12|TNFSF8|LYPLA2|ASL|RENBP|TIMELESS|IKZF1|HMGA2|TMEM66	9|78|146|199|253|269|275|280|369|436|436|438|445|479|485|503|524|536|580|580	6.23|5.47|-5.17|5|-4.82|4.77|4.76|4.75|-4.55|4.42|4.42|-4.41|-4.38|4.31|4.3|-4.27|-4.23|-4.2|-4.14|4.14
ZNF638	271	5e-04	0.81	0.9845	CSNK1D|ALDH9A1|SRRT|EIF4G3|PMF1|RECQL|TLE1|USPL1|STXBP3|THBD|C1orf9|SNX27|SEC24B|AUH|CDKN1B|SNX13|TTI1|ATP7A|HDLBP|RHOG	20|61|120|130|186|202|216|236|244|269|319|333|338|362|407|432|450|467|479|509	5.94|5.55|5.29|5.26|5.04|4.99|4.93|4.87|-4.85|4.77|4.67|-4.64|4.63|-4.57|-4.47|-4.43|-4.37|4.34|4.31|4.26
ZNF330	335	5e-04	0.811	0.9845	LDHA|BUB3|AAMP|ERH|RNF167|PLCB2|SLC25A12|WDR46|ETFDH|SNRPC|SC4MOL|SKIV2L2|LDOC1|TMEM147|N4BP3|FSCN2|PSMD6|UBE2N|EIF2S1|TOPORS	5|70|91|142|160|187|194|216|244|261|307|426|436|456|467|494|494|513|543|543	6.34|5.51|5.41|-5.21|5.13|5.03|5.01|-4.93|-4.85|4.79|4.7|4.44|4.42|4.36|-4.34|-4.29|4.29|4.25|4.19|-4.19
SATB2	250	5e-04	0.812	0.9845	CLTA|CEP110|DENND5A|SMAP1|CYP24A1|VWA5A|RANBP6|DSCR3|SERPINA5|C9|HOXC6|EEF2|PTPRN2|JUP|C11orf49|CAP2|DOK2|TIMELESS|OAS2|MEF2C	28|46|46|56|57|129|137|238|275|280|280|307|333|348|351|392|503|524|529|534	5.8|-5.67|5.67|-5.57|-5.56|5.27|5.23|4.86|4.76|4.75|4.75|-4.7|4.64|4.61|4.6|4.5|-4.27|-4.23|4.22|-4.21
NFATC3	346	5e-04	0.815	0.9845	LDHA|RPL17|DENND5A|ABCC10|MTHFD2|TNFRSF8|NADK|ACOT7|SLC25A12|KLC1|UBE2A|LYPLA1|PMVK|TNKS|ADD1|NR1D1|USP24|SC4MOL|STMN1|CEP68	5|23|46|75|75|103|120|146|194|205|210|222|228|228|234|244|297|307|316|364	6.34|5.85|5.67|5.49|-5.49|5.36|-5.29|-5.17|5.01|4.98|-4.95|4.91|-4.9|4.9|4.88|4.85|4.71|4.7|4.68|4.56
HMGB1	221	5e-04	0.819	0.9845	TRIM25|SPON1|ARPC2|THOC2|SPAG9|CTNND1|R3HDM1|SERPINA5|STMN1|ZFPL1|USP46|IRF5|CUL7|TNFSF8|CBARA1|TMEM147|CENPF|LIG1|CSRP1|DOK2	8|16|54|115|135|216|251|275|316|319|358|369|415|445|456|456|459|459|467|503	6.26|-6.04|5.58|5.31|5.24|-4.93|4.83|4.76|4.68|-4.67|-4.58|4.55|-4.46|-4.38|-4.36|4.36|-4.35|4.35|4.34|-4.27
KDM1A	270	5e-04	0.82	0.9845	LDHA|MTMR11|QPCT|KIAA0141|PLAGL2|DNM1L|BCL2|ZEB2|CASP8|POLD1|PMPCA|FCGR3A|EPRS|PFAS|NRD1|C11orf49|HP|IRF5|HOXD8|ACP5	5|25|29|40|61|84|106|222|248|253|257|269|284|284|297|351|352|369|373|376	6.34|-5.84|5.78|5.69|5.55|5.43|5.34|4.91|4.84|4.82|-4.81|4.77|4.74|-4.74|4.71|4.6|4.59|4.55|4.54|-4.53
ZNF264	202	5e-04	0.82	0.9845	VPS13D|PSMC1|CAMTA1|SLC25A3|ENDOD1|KCNA5|ARNTL|ADAM28|SCRN1|NRD1|SLC26A2|SLC5A6|MDH1|B4GALT2|RFC1|EIF2S1|EVI2B|LYPD3|SPG11|TAF1	15|36|80|93|117|156|236|257|275|297|327|415|472|513|529|543|624|631|655|655	6.05|5.72|5.46|5.4|-5.3|5.14|-4.87|4.81|4.76|4.71|-4.65|4.46|4.33|4.25|-4.22|4.19|-4.06|-4.05|-4.01|4.01
ZIC2	149	5e-04	0.823	0.9845	CST7|RAB3GAP2|CLEC11A|THUMPD1|THBD|CDH18|PCDHGA12|SLC17A1|LMO1|RB1CC1|HMGA2|KRT35|SASH1|FPR3|TAF1B|RBP3|INPP5E|BTF3|CDC27|ARF1	36|54|82|160|269|369|438|439|558|566|580|598|633|647|655|706|856|884|909|924	5.72|5.58|5.45|5.13|4.77|-4.55|-4.41|-4.4|4.17|4.16|-4.14|4.11|4.04|4.02|-4.01|3.94|3.71|-3.68|3.66|3.64
PML	317	4e-04	0.824	0.9845	TRIM25|CEP110|KCNAB2|CAMSAP1|CS|BUB3|DNM1L|ATP6V0C|CFDP1|EIF4G3|SRSF3|ZEB2|NQO1|HBXIP|POLD3|SEC62|HMGB1|CAPN2|PHKA2|CENPF	8|46|52|61|66|70|84|100|126|130|135|222|230|234|269|269|293|307|402|459	6.26|-5.67|5.59|5.55|5.52|5.51|5.43|-5.38|-5.28|5.26|-5.24|4.91|4.89|-4.88|4.77|4.77|-4.72|-4.7|-4.48|-4.35
ZFP36L1	396	4e-04	0.824	0.9845	RABEPK|CS|DNM1L|SLC2A3|PTPRCAP|TTLL3|ATP5C1|PLCB2|UBA7|RNF115|APBB1|EPRS|LMAN2|ATP5D|FLT3|ZNF593|CAPG|APOBEC3F|NCLN|ALDOA	1|66|84|91|96|146|160|187|199|209|275|284|284|321|369|369|376|397|415|418	6.47|5.52|5.43|5.41|5.39|5.17|5.13|5.03|-5|4.96|4.76|4.74|4.74|4.66|4.55|-4.55|4.53|-4.49|4.46|-4.45
SOX11	172	5e-04	0.825	0.9845	NLGN4Y|KCNA5|POLD4|UBA7|ARID4A|TP53I3|LPHN3|CUL3|MRPS11|ATP5D|LGR5|N4BP3|LCT|DIDO1|SMARCB1|ERC1|RBL1|HNRNPL|ARRB2|XRCC4	78|156|186|199|209|212|259|297|307|321|402|467|494|624|706|756|756|771|789|789	5.47|5.14|5.04|-5|4.96|4.94|-4.8|-4.71|-4.7|4.66|-4.48|-4.34|4.29|4.06|3.94|3.88|3.88|3.86|-3.84|-3.84
FOXC2	137	6e-04	0.826	0.9845	ENSA|PRKAA2|ARHGAP6|ARID4A|MAGI2|GYS2|THBS2|AOX1|SEMG2|NEUROD1|APOBEC3C|HMGA2|ZIC2|RBP3|KLRG1|TNFRSF11B|MAP2|IMPA1|RCVRN|H2AFV	112|135|148|209|216|307|348|351|397|558|580|580|598|706|711|762|838|848|909|939	5.32|5.24|5.16|4.96|4.93|4.7|-4.61|-4.6|4.49|-4.17|4.14|-4.14|-4.11|3.94|-3.93|3.87|3.73|3.72|3.66|3.62
SRF	270	4e-04	0.828	0.985	WBP4|SLC25A16|PIK3C3|CEP110|PBX2|ABCC10|SLC25A36|GCNT2|LCP1|RNF167|HNRNPK|POLD4|UBE2A|NR1D1|GYS2|TNFRSF10B|PTPRG|RPS6KA3|SCAMP1|PCDHGA12	27|36|39|46|46|75|110|126|126|160|168|186|210|244|307|369|388|388|392|438	5.81|5.72|5.71|-5.67|5.67|5.49|-5.33|5.28|5.28|5.13|5.1|5.04|-4.95|4.85|4.7|-4.55|-4.51|4.51|4.5|-4.41
LHX1	271	4e-04	0.831	0.9867	ABCD4|CST7|BTBD3|BPGM|PBX2|ENDOD1|BTAF1|RPIA|ZBTB16|ARID4A|MAT2A|BST2|TICAM1|CFD|MRPS11|UBFD1|MXRA5|EIF1AY|ST20|DHX9	10|36|39|43|46|117|160|190|190|209|219|228|280|289|307|316|362|432|436|456	6.12|5.72|-5.71|5.68|5.67|-5.3|5.13|5.02|5.02|4.96|4.92|4.9|4.75|4.73|-4.7|-4.68|4.57|4.43|4.42|-4.36
CTBP1	190	4e-04	0.835	0.9882	PBX2|NSMAF|ABCF1|ST5|BCAS1|RNF167|PLIN2|WDR73|STARD13|HIST1H2AH|EPX|TMEM66|ALOX15|TARBP1|KRT76|MMP13|ZNF799|HK3|KRT4|NDUFA9	46|52|56|93|143|160|222|253|269|316|358|580|673|673|692|706|706|727|736|747	5.67|5.59|5.57|5.4|-5.2|5.13|4.91|-4.82|4.77|4.68|4.58|4.14|-3.99|-3.99|-3.96|-3.94|-3.94|3.91|3.9|-3.89
MLL	347	4e-04	0.836	0.9882	WNT10B|ZBTB43|SPON1|CSNK1D|RPL12|RAD23B|ENSA|THOC2|NADK|EIF4G3|RPL38|SRF|LYPLA1|PLIN2|LPHN3|NFAT5|POU2F1|ACOX1|KDM6B|TEAD3	8|11|16|20|31|100|112|115|120|130|168|176|222|222|259|312|362|373|373|388	6.26|6.11|-6.04|5.94|5.76|5.38|5.32|5.31|-5.29|5.26|-5.1|5.07|4.91|4.91|-4.8|-4.69|-4.57|4.54|-4.54|4.51
GATA4	246	5e-04	0.837	0.9882	ZBTB43|MTHFS|KCNAB2|ARL6IP1|CLEC11A|ARHGAP6|ATP5C1|SETD3|GRAP2|NR1D1|R3HDM1|POLD3|PFAS|SC4MOL|KLK3|ITGB3|CEP68|PCDHGA12|GALNS|CHRND	11|32|52|64|82|148|160|179|207|244|251|269|284|307|321|348|364|438|442|456	6.11|5.75|5.59|5.53|5.45|5.16|5.13|5.06|4.97|4.85|4.83|4.77|-4.74|4.7|4.66|-4.61|4.56|-4.41|4.39|4.36
ZNF415	213	5e-04	0.841	0.9896	WBP4|ABCF1|HOXD13|LRRC32|POLD4|PLIN2|PMPCA|APBB1|DHCR24|CDKN1B|RASA2|FIBP|ZNF222|UBE3C|LAMB2|IMPDH1|MMP13|TIPARP|ACAP1|MAP1B	27|56|72|164|186|222|257|275|275|407|485|543|543|604|647|660|706|721|794|794	5.81|5.57|5.5|5.11|5.04|4.91|-4.81|4.76|4.76|-4.47|-4.3|4.19|-4.19|4.1|-4.02|4|-3.94|3.92|-3.82|3.82
TP63	282	4e-04	0.842	0.9896	COX10|AKAP12|MTMR11|MANF|ABCC10|MTHFD2|DKK4|ACOT7|MARCH2|SNRPC|STARD13|MRPS11|PLAT|USP46|KDM6B|PGAP1|TNFRSF4|UGT2B7|MET|CENPF	4|18|25|30|75|75|126|146|251|261|269|307|333|358|373|373|382|426|432|459	6.37|6|-5.84|5.77|5.49|-5.49|-5.28|-5.17|4.83|4.79|4.77|-4.7|4.64|-4.58|-4.54|4.54|4.52|4.44|4.43|-4.35
AHR	409	4e-04	0.843	0.9896	GATA3|RPL17|QPCT|RPL12|TIAM1|RAB3GAP2|ARL4A|SLC2A3|RAD23B|DST|NADK|KLF5|RPL38|RPS17|TNFAIP3|C1QL1|GRAP2|PLIN2|E2F3|ADAM28	19|23|29|31|33|54|70|91|100|112|120|142|168|176|184|194|207|222|244|257	5.95|5.85|5.78|5.76|5.74|5.58|5.51|5.41|5.38|5.32|-5.29|5.21|-5.1|5.07|5.05|5.01|4.97|4.91|4.85|4.81
ZNF24	448	3e-04	0.845	0.9901	TRIM25|SAA1|KRT33A|LOC100129361|KLF5|RBM39|KIF3B|FMNL1|BLVRB|HSPA13|ARID4A|PIGH|USPL1|KRT5|THBD|SCRN1|EIF5|EEF2|GOSR1|C1orf9	8|13|25|77|142|142|161|168|179|184|209|228|236|257|269|275|293|307|307|319	6.26|6.09|5.84|5.48|5.21|5.21|5.12|5.1|-5.06|-5.05|4.96|-4.9|4.87|-4.81|4.77|4.76|-4.72|-4.7|4.7|4.67
IKZF1	208	4e-04	0.849	0.9908	RAB3GAP2|WISP2|SRRT|SPAG9|HADHA|LILRB2|PTPRE|C1orf9|ID2|FHL2|MXRA5|IGF1|VHL|TIMELESS|PPP6R1|TRAF3IP3|STC2|ATP10D|ERC1|QKI	54|87|120|135|152|176|176|319|344|348|362|415|415|524|673|683|692|695|756|779	5.58|5.42|5.29|5.24|5.15|-5.07|-5.07|4.67|4.62|-4.61|4.57|-4.46|-4.46|-4.23|-3.99|3.97|-3.96|-3.95|3.88|-3.85
TBX19	415	3e-04	0.849	0.9908	POP5|WNT10B|ZBTB43|TFF2|PTCH1|CLPS|RFK|RDBP|FABP5|CLEC11A|RAD23B|VDAC2|KCNA5|CA11|GFPT2|UBA7|ARID4A|NQO1|SOD1|E2F3	2|8|11|22|47|49|63|70|75|82|100|144|156|164|199|199|209|230|234|244	6.45|6.26|6.11|5.88|5.63|5.62|5.54|5.51|5.49|5.45|5.38|-5.19|5.14|5.11|-5|-5|4.96|4.89|-4.88|4.85
TAF1B	256	4e-04	0.852	0.9908	CSNK1D|RPL17|MTF1|BTN1A1|DENND5A|RAB3GAP2|THOC2|ABHD5|ACOT7|RPS19|KIAA0040|SERPINB6|CASP8|DHCR24|SERPINA5|GPLD1|UBL4A|SCAMP1|TMEM147|ANKRD40	20|23|39|43|46|54|115|139|146|148|168|194|248|275|275|284|333|392|456|494	5.94|5.85|5.71|5.68|5.67|5.58|5.31|5.22|-5.17|5.16|-5.1|5.01|4.84|4.76|4.76|4.74|-4.64|4.5|4.36|-4.29
PHF1	641	3e-04	0.852	0.9908	RABEPK|LDHA|TXNL4A|CLTA|PSMC1|ADA|TSN|ARL4A|FABP5|MTHFD2|TTLL12|CLK1|POLR2F|ERH|ACOT7|DRG1|HMGA1|ATP5C1|RAP2A|HNRNPK	1|5|12|28|36|43|61|70|75|75|117|135|139|142|146|152|152|160|164|168	6.47|6.34|6.1|5.8|5.72|5.68|5.55|5.51|5.49|-5.49|5.3|5.24|5.22|-5.21|-5.17|5.15|5.15|5.13|5.11|5.1
ZBED1	238	4e-04	0.857	0.9927	FABP5|BCL2|GCNT2|KCNA5|RECQL|WNK1|ADD1|RNF41|EIF5|ABLIM1|FLT3|ADPRH|VHL|ATXN2L|BLK|RHOG|ZFR|LYN|CIAPIN1|KRT76	75|106|126|156|202|219|234|248|293|338|369|407|415|445|467|509|543|558|673|692	5.49|5.34|5.28|5.14|4.99|4.92|4.88|-4.84|-4.72|4.63|4.55|-4.47|-4.46|4.38|4.34|4.26|-4.19|-4.17|3.99|-3.96
MRPL28	436	3e-04	0.859	0.9927	LDHA|KCNAB1|VPS13D|RDBP|FABP5|MTHFD2|AAMP|SLC25A3|TPP1|ENDOD1|TTLL12|ACOT7|DRG1|ATP5C1|RAP2A|WDR46|PMVK|POLD1|ADAM28|PMPCA	5|14|15|70|75|75|91|93|101|117|117|146|152|160|164|216|228|253|257|257	6.34|6.07|6.05|5.51|5.49|-5.49|5.41|5.4|5.37|-5.3|5.3|-5.17|5.15|5.13|5.11|-4.93|-4.9|4.82|4.81|-4.81
ELF4	219	4e-04	0.86	0.9927	AKAP12|BPGM|BTN1A1|NLGN4Y|CAMSAP1L1|KLF5|PHF21A|ATP5C1|PIGH|TAF6L|ETFDH|SCRN1|CCDC6|ZNF593|PLEK|SEPT7|SCAMP1|SAFB|VHL|SLC17A1	18|43|43|78|115|142|156|160|228|228|244|275|297|369|382|382|392|397|415|439	6|5.68|5.68|5.47|5.31|5.21|-5.14|5.13|-4.9|4.9|-4.85|4.76|4.71|-4.55|-4.52|4.52|4.5|4.49|-4.46|-4.4
HIF1A	294	3e-04	0.86	0.9927	ZC3H4|RPL12|PSMC1|CS|ABCC10|LCP1|SNRNP27|HMGA1|TCERG1|RPS17|HSPA13|PLCB2|BST2|ADAM28|LMAN2|PIK3IP1|ZNF593|ALDOA|PCDHGA12|DLST	4|31|36|66|75|126|135|152|172|176|184|187|228|257|284|333|369|418|438|494	6.37|5.76|5.72|5.52|5.49|5.28|5.24|5.15|-5.08|5.07|-5.05|5.03|4.9|4.81|4.74|4.64|-4.55|-4.45|-4.41|4.29
TP53	477	3e-04	0.866	0.9952	BTBD3|MTF1|U2AF2|KIAA0182|ARPC2|RFK|ABCC10|AAMP|VPRBP|UBE2L3|DST|THOC2|UTF1|VWA5A|KLF5|HADHA|PLXNA2|IDH3G|RPS17|SAT1	39|39|49|52|54|63|75|91|91|106|112|115|115|129|142|152|156|172|176|190	-5.71|5.71|-5.62|5.59|5.58|5.54|5.49|5.41|-5.41|-5.34|5.32|5.31|5.31|5.27|5.21|5.15|5.14|-5.08|5.07|5.02
MAZ	532	3e-04	0.867	0.9952	AMH|RPL17|RPL12|CLEC11A|ST5|EXTL1|CFDP1|DKK4|VDAC2|RPS19|HMGA1|ATP5C1|THUMPD1|RPL38|RPS17|C1QL1|M6PR|GRAP2|KIF3A|BMPR2	9|23|31|82|93|106|126|126|144|148|152|160|160|168|176|194|202|207|219|244	6.23|5.85|5.76|5.45|5.4|-5.34|-5.28|-5.28|-5.19|5.16|5.15|5.13|5.13|-5.1|5.07|5.01|-4.99|4.97|4.92|-4.85
IRF5	174	4e-04	0.87	0.9952	BUB3|BCL2|GFPT2|RECQL|TICAM1|IL1B|HMGB1|CDKN1B|MCM4|LDOC1|CDC45|CENPF|ZNF222|CFLAR|TARDBP|PPAT|PCNA|UBE2C|SECISBP2L|DSP	70|106|199|202|280|289|293|407|407|436|456|459|543|598|683|721|747|762|827|875	5.51|5.34|-5|4.99|4.75|-4.73|-4.72|-4.47|4.47|4.42|-4.36|-4.35|-4.19|4.11|3.97|3.92|-3.89|3.87|-3.75|3.69
POU3F1	214	4e-04	0.871	0.9952	AKAP12|MTMR11|KCNA3|SPAG9|POLD4|TTF1|SEC62|HOXC6|SNX27|CUL7|UGT2B7|TRIB1|PCK1|ICAM1|IFI44L|PUM1|KLF9|SPTAN1|PAQR3|TERF1	18|25|70|135|186|234|269|280|333|415|426|473|479|485|586|606|711|756|833|838	6|-5.84|5.51|5.24|5.04|4.88|4.77|4.75|-4.64|-4.46|4.44|-4.32|4.31|4.3|4.13|4.09|-3.93|3.88|3.74|3.73
SMAD2	366	3e-04	0.874	0.9952	PIK3C3|KCNAB2|TSN|NLGN4Y|ENSA|ERH|VDAC2|SCCPDH|C1QL1|MAT2A|LYPLA1|PLK1|SEC22B|CCDC6|ABLIM1|EXTL3|ALDOC|ARCN1|CASP1|STK25	39|52|61|78|112|142|144|179|194|219|222|244|259|297|338|344|407|426|426|450	5.71|5.59|5.55|5.47|5.32|-5.21|-5.19|5.06|5.01|4.92|4.91|4.85|4.8|4.71|4.63|-4.62|4.47|-4.44|-4.44|4.37
SP140	298	3e-04	0.876	0.9952	KIAA0141|RFK|TIMP1|EXTL1|LRRC32|POLD4|RNF115|DHCR24|FBXO9|CREG1|C11orf49|DOK1|FCHSD2|ACP5|ISCA1|TAL1|ASL|PSMB9|APOBEC3C|TMEM159	40|63|100|106|164|186|209|275|289|307|351|351|358|376|402|459|485|574|580|631	5.69|5.54|-5.38|-5.34|5.11|5.04|4.96|4.76|-4.73|4.7|4.6|-4.6|-4.58|-4.53|4.48|4.35|4.3|4.15|4.14|-4.05
ZNF92	240	3e-04	0.877	0.9952	ROR1|CSNK1D|MANF|PTCH1|SLC2A3|HADHA|LILRB2|CUL5|KIF3A|STXBP3|SNRPC|CUL3|STMN1|ATP5D|MXRA5|ZNF273|ZNF254|KDELR2|SPTB|ITGB5	6|20|30|47|91|152|176|205|219|244|261|297|316|321|362|397|426|432|509|518	6.33|5.94|5.77|5.63|5.41|5.15|-5.07|4.98|4.92|-4.85|4.79|-4.71|4.68|4.66|4.57|-4.49|4.44|-4.43|-4.26|-4.24
GAS7	285	3e-04	0.878	0.9952	WNT10B|ABCF1|HOXD13|RIN2|ABCC10|CAMTA1|TIMP1|BCL2|ARHGEF17|RNF167|LILRB2|SAT1|CD14|GRAP2|MPG|ITGB3|THBS2|MXRA5|IGF1|METTL1	8|56|72|72|75|80|100|106|126|160|176|190|207|207|269|348|348|362|415|438	6.26|5.57|5.5|-5.5|5.49|5.46|-5.38|5.34|-5.28|5.13|-5.07|5.02|4.97|4.97|4.77|-4.61|-4.61|4.57|-4.46|-4.41
NR1D1	334	2e-04	0.882	0.9952	LDHA|RPL12|PSMC1|ADA|RDBP|MTHFD2|KCNA5|ATP5C1|RPS17|SRF|TSHB|MAGI2|DSTN|POLD1|BAIAP3|MRPS11|STMN1|GATA4|JUP|RPS6KA3	5|31|36|43|70|75|156|160|176|176|199|216|251|253|289|307|316|344|348|388	6.34|5.76|5.72|5.68|5.51|-5.49|5.14|5.13|5.07|5.07|5|4.93|-4.83|4.82|4.73|-4.7|4.68|4.62|4.61|4.51
CREBL2	538	2e-04	0.885	0.9952	KCNAB1|AKAP12|GATA3|BPGM|DENND5A|CS|FMOD|B4GALT6|SRRT|VWA5A|TMSB15A|POLD4|PLCB2|DYNLT3|ZEB2|STXBP3|ADAM28|FCGR3A|THBD|MYO1B	14|18|19|43|46|66|110|120|120|129|184|186|187|194|222|244|257|269|269|280	6.07|6|5.95|5.68|5.67|5.52|5.33|5.29|5.29|5.27|-5.05|5.04|5.03|5.01|4.91|-4.85|4.81|4.77|4.77|-4.75
ZNF207	344	2e-04	0.885	0.9952	LDHA|AKAP12|RPL17|PBX2|CAMSAP1|BUB3|FABP5|UBE2E1|SLC25A3|SNRNP27|SRSF3|TCERG1|HSPA13|KLC1|RNF115|LYPLA1|RNF41|R3HDM1|APBB1|SCRN1	5|18|23|46|61|70|75|87|93|135|135|172|184|205|209|222|248|251|275|275	6.34|6|5.85|5.67|5.55|5.51|5.49|5.42|5.4|5.24|-5.24|-5.08|-5.05|4.98|4.96|4.91|-4.84|4.83|4.76|4.76
GFI1	143	3e-04	0.888	0.9952	KIAA0182|RAD23B|RBM39|TMSB15A|PLEKHB1|MET|CENPF|SYNJ1|GZMK|APOBEC3C|IFI44L|TUBB2C|SLC25A44|KIAA1109|S100P|ANKHD1-EIF4EBP3|ERP29|RGS7|SYMPK|IFRD1	52|100|142|184|333|432|459|529|547|580|586|660|678|706|736|762|848|875|924|1016	5.59|5.38|5.21|-5.05|4.64|4.43|-4.35|4.22|4.18|4.14|4.13|4|-3.98|3.94|-3.9|3.87|-3.72|-3.69|3.64|-3.52
NFE2L3	354	2e-04	0.888	0.9952	ZC3H4|ARL4A|SLC25A36|CFDP1|CLCN7|HMGA1|RPS17|C1QL1|LYPLA1|FADS1|MARCH2|STARD13|GPLD1|CREG1|JOSD1|STMN1|POU2F1|ACOX1|KDM6B|SAFB	4|70|110|126|126|152|176|194|222|238|251|269|284|307|307|316|362|373|373|397	6.37|5.51|-5.33|-5.28|5.28|5.15|5.07|5.01|4.91|4.86|4.83|4.77|4.74|4.7|4.7|4.68|-4.57|4.54|-4.54|4.49
ZMYM4	252	3e-04	0.89	0.9952	CEP110|NSMAF|NADK|EIF4G3|GTF2I|TCERG1|SEC62|BANF1|GOSR1|CAPG|EIF1AY|MET|SNX13|WDR45L|ATP11B|SPTB|IKZF1|ZFR|POLR3F|PUM1	46|52|120|130|172|172|269|293|307|376|432|432|432|436|494|509|536|543|566|606	-5.67|5.59|-5.29|5.26|-5.08|-5.08|4.77|4.72|4.7|4.53|4.43|4.43|-4.43|4.42|4.29|-4.26|-4.2|-4.19|4.16|4.09
ZBTB11	234	3e-04	0.892	0.9952	PIK3C3|TIMP1|LCP1|RBM39|RNF167|THUMPD1|TCERG1|RPIA|FADS1|BANF1|SEC24B|PTPRG|CDKN1B|S100A1|SEC23B|ATP11B|BCLAF1|TOPORS|GZMK|RB1CC1	39|100|126|142|160|160|172|190|238|293|338|388|407|442|479|494|509|543|547|566	5.71|-5.38|5.28|5.21|5.13|5.13|-5.08|5.02|4.86|4.72|4.63|-4.51|-4.47|4.39|-4.31|4.29|4.26|-4.19|4.18|4.16
CSDA	312	2e-04	0.892	0.9952	MANF|BPGM|RAB3GAP2|LOC100129361|SLC25A3|ACOT7|KIAA0040|SRF|UBE2A|TLE1|TAF6L|E2F3|PMPCA|PFAS|ZNF318|ID2|ITGB3|DOK1|PGAP1|ZNF273	30|43|54|77|93|146|168|176|210|216|228|244|257|284|312|344|348|351|373|397	5.77|5.68|5.58|5.48|5.4|-5.17|-5.1|5.07|-4.95|4.93|4.9|4.85|-4.81|-4.74|4.69|4.62|-4.61|-4.6|4.54|-4.49
APP	329	2e-04	0.894	0.9952	GATA3|ARL4A|RIN2|LOC100129361|MGST3|CAMSAP1L1|DKK4|VWA5A|PLCB2|SLC25A12|SNRNP40|TLE1|ZEB2|RNF41|EPHB6|CFD|IL1B|CAPN2|SPRY2|SELE	19|70|72|77|91|115|126|129|187|194|199|216|222|248|269|289|289|307|316|327	5.95|5.51|-5.5|5.48|5.41|5.31|-5.28|5.27|5.03|5.01|5|4.93|4.91|-4.84|-4.77|4.73|-4.73|-4.7|-4.68|-4.65
MSC	445	2e-04	0.896	0.9952	GATA3|CEP110|HOXD13|ABCC10|HLA-DMA|SLC25A36|CAMSAP1L1|BCAS1|GTF2I|TNFAIP3|RPIA|CD14|TP53I3|CTNND1|USPL1|FADS1|FCGR3A|SEC62|EPRS|IL1B	19|46|72|75|110|110|115|143|172|184|190|207|212|216|236|238|269|269|284|289	5.95|-5.67|5.5|5.49|5.33|-5.33|5.31|-5.2|-5.08|5.05|5.02|4.97|4.94|-4.93|4.87|4.86|4.77|4.77|4.74|-4.73
TAF5L	230	3e-04	0.897	0.9952	GATA3|RPL17|WBP4|CEP110|ALDH9A1|HNRNPK|M6PR|ETFDH|POLD1|WDR73|PADI2|FCGR3A|HIST1H2AH|MCM4|CDK2AP2|SLC5A6|LDOC1|CBARA1|ZBTB48|LCT	19|23|27|46|61|168|202|244|253|253|261|269|316|407|415|415|436|456|479|494	5.95|5.85|5.81|-5.67|5.55|5.1|-4.99|-4.85|4.82|-4.82|-4.79|4.77|4.68|4.47|4.46|4.46|4.42|-4.36|-4.31|4.29
ZNF23	221	2e-04	0.901	0.9952	LDHA|CLTA|RANBP6|VDAC2|ACOT7|IDH3G|SRF|FBXO9|OVGP1|EPX|NCLN|WIPI1|AHCY|ATP7A|KPNA2|ATP11B|IL11RA|MYH3|FIBP|HIST1H2AD	5|28|137|144|146|172|176|289|312|358|415|426|467|467|467|494|518|524|543|610	6.34|5.8|5.23|-5.19|-5.17|-5.08|5.07|-4.73|4.69|4.58|4.46|4.44|4.34|4.34|-4.34|4.29|4.24|4.23|4.19|4.08
ZNF217	249	2e-04	0.904	0.9952	CSNK1D|RPL17|NSMAF|ALDH9A1|CS|BCL2|EXTL1|GCNT2|ACADL|SUPT5H|STXBP3|CASP8|WDR73|SEC62|BMI1|BANF1|JOSD1|KLK3|SLC26A2|FHL2	20|23|52|61|66|106|106|126|129|184|244|248|253|269|275|293|307|321|327|348	5.94|5.85|5.59|5.55|5.52|5.34|-5.34|5.28|-5.27|5.05|-4.85|4.84|-4.82|4.77|4.76|4.72|4.7|4.66|-4.65|-4.61
NR5A1	252	2e-04	0.906	0.9952	WNT10B|POU3F2|RPL12|RRN3|ENSA|KCNA5|PLXNA2|GFPT2|USPL1|PLK1|RNF41|POLD3|LDB2|NFAT5|GATA4|RFPL1|THBS2|POU2F1|KDM6B|P2RX1	8|18|31|77|112|156|156|199|236|244|248|269|280|312|344|344|348|362|373|376	6.26|6|5.76|5.48|5.32|5.14|5.14|-5|4.87|4.85|-4.84|4.77|4.75|-4.69|4.62|-4.62|-4.61|-4.57|-4.54|4.53
